ProjectID,StartDate,EndDate,DurationDays,Budget,TeamSize,ComplexityLevel,ManagerExperienceYears,ClientSatisfaction,QualityScore,Delayed,Success
356,2019-10-04,2020-05-06,215,81479.19,4,1,3,4,0.698,1,1
357,2021-03-09,2021-04-26,48,121016.09,7,3,8,10,0.602,0,1
358,2019-07-15,2020-01-10,179,93077.53,14,1,1,3,0.696,0,1
359,2018-02-19,2019-01-22,337,88692.34,15,5,10,5,0.336,1,0
360,2022-07-22,2023-05-23,305,125588.04,4,3,6,2,0.536,1,0
361,2022-04-02,2022-09-08,159,75825.6,14,2,10,3,0.693,0,1
362,2018-08-19,2018-12-30,133,160050.66,12,1,10,8,0.697,0,1
363,2019-06-23,2019-07-25,32,94475.9,20,1,3,6,0.704,0,1
364,2018-03-03,2018-05-26,84,78092.03,6,2,3,5,0.706,0,1
365,2019-12-13,2020-04-19,128,74959.5,15,2,12,8,0.658,0,1
366,2022-04-22,2023-02-02,286,124722.07,8,5,5,8,0.793,1,1
367,2021-07-29,2022-01-31,186,134983.89,20,5,2,1,0.839,1,1
368,2022-04-12,2022-11-18,220,145299.5,13,3,2,4,0.754,1,0
369,2022-07-17,2023-02-11,209,122379.83,8,1,13,2,0.795,1,1
370,2022-06-30,2023-06-27,362,102863.33,14,4,12,10,0.843,1,1
371,2021-08-06,2022-01-02,149,151881.52,17,1,6,4,0.597,0,1
372,2022-11-21,2023-09-23,306,90761.96,18,2,1,9,0.731,1,1
373,2021-07-29,2022-03-29,243,83714.55,12,3,1,8,0.627,1,0
374,2021-02-20,2021-11-11,264,74210.59,6,3,3,9,0.621,1,0
375,2019-09-13,2019-11-17,65,99391.14,20,5,14,1,1.0,0,1
376,2021-08-28,2022-07-10,316,76669.66,3,2,12,8,0.813,1,0
377,2020-06-06,2021-05-29,357,100950.09,5,1,9,2,0.718,1,1
378,2021-10-20,2022-01-20,92,87443.61,11,5,5,8,0.732,0,1
379,2021-06-22,2022-06-16,359,93565.59,5,5,12,8,0.45,1,0
380,2020-10-31,2021-08-11,284,123321.98,16,5,8,3,0.831,1,0
381,2020-12-09,2021-10-18,313,69355.86,19,2,2,3,0.48,1,0
382,2018-01-16,2018-06-03,138,60954.83,11,5,15,9,1.0,0,1
383,2018-04-05,2019-01-25,295,126967.02,5,3,7,10,0.694,1,0
384,2022-12-28,2023-05-30,153,59176.19,9,3,10,6,0.614,0,1
385,2021-09-13,2021-11-30,78,136913.51,18,2,15,10,0.907,0,1
386,2020-10-27,2021-07-01,247,110040.64,20,1,10,10,0.597,1,1
387,2020-06-28,2021-05-31,337,86242.37,13,3,10,1,0.599,1,0
388,2022-04-01,2023-03-29,362,108095.0,3,4,4,6,0.656,1,0
389,2019-04-29,2020-04-08,345,113590.0,20,2,7,4,0.644,1,1
390,2018-01-10,2018-12-29,353,44139.34,10,3,1,2,0.735,1,0
391,2022-11-10,2023-06-26,228,90938.98,19,1,12,1,0.532,1,0
392,2019-12-07,2020-03-19,103,120182.33,18,4,15,3,0.513,0,1
393,2018-05-09,2018-12-18,223,88307.47,6,1,6,9,0.752,1,0
394,2021-10-14,2022-01-02,80,61102.53,14,3,11,10,0.659,0,1
395,2018-03-09,2019-02-15,343,101920.55,19,5,7,6,0.508,1,1
396,2022-03-29,2022-06-09,72,93518.74,3,3,7,3,0.885,0,1
397,2021-02-27,2022-02-18,356,137518.99,13,2,4,5,0.828,1,1
398,2021-08-08,2022-05-19,284,121176.98,4,1,5,5,0.883,1,1
399,2018-05-17,2018-10-19,155,109548.39,4,3,11,5,0.765,0,1
400,2018-02-10,2019-01-23,347,92417.29,6,1,14,5,0.757,1,1
401,2018-12-13,2019-12-09,361,98209.97,3,2,1,7,0.694,1,1
402,2019-01-06,2019-11-26,324,96727.1,20,3,1,7,0.545,1,0
403,2019-06-22,2019-12-08,169,101965.88,3,1,9,7,0.4,0,1
404,2021-03-23,2021-06-04,73,103483.56,18,3,4,2,0.768,0,0
405,2022-11-28,2023-07-23,237,124950.25,16,2,1,6,0.266,1,1
406,2021-02-04,2021-03-26,50,78221.66,15,2,4,8,0.761,0,1
407,2021-02-10,2021-07-24,164,127704.57,6,3,5,10,0.544,0,1
408,2019-11-07,2020-02-06,91,106914.23,16,2,15,10,0.602,0,1
409,2021-11-18,2022-06-08,202,95232.94,4,2,4,3,0.733,1,0
410,2019-07-01,2019-08-07,37,99227.81,17,3,8,8,1.0,0,1
411,2021-10-07,2022-09-17,345,105027.48,12,3,8,10,0.858,1,1
412,2018-05-09,2019-05-08,364,104939.15,18,5,13,8,0.767,1,1
413,2021-02-25,2021-07-04,129,115968.26,20,5,2,6,0.529,0,1
414,2019-06-20,2020-03-15,269,80709.29,12,4,14,5,0.744,1,1
415,2019-08-23,2019-11-02,71,98396.54,11,3,3,2,0.749,0,0
416,2018-06-07,2019-03-09,275,108515.0,12,1,4,6,0.915,1,0
417,2019-02-05,2020-01-11,340,93896.08,19,4,14,1,0.845,1,1
418,2018-03-21,2018-11-05,229,126173.0,14,4,7,7,0.785,1,0
419,2019-09-20,2020-03-17,179,92560.91,9,3,11,9,0.906,0,1
420,2021-12-20,2022-02-10,52,103012.5,9,1,5,9,0.546,0,1
421,2019-08-27,2020-06-30,308,72593.12,11,1,7,2,0.484,1,1
422,2022-05-28,2022-09-24,119,77870.91,13,5,6,2,0.933,0,0
423,2019-06-22,2020-03-09,261,84025.96,20,2,13,10,0.502,1,1
424,2018-09-23,2018-10-27,34,104242.34,12,5,6,4,0.595,0,1
425,2019-05-27,2019-09-28,124,82796.24,9,1,7,2,1.0,0,1
426,2020-11-27,2021-02-02,67,101478.55,3,5,10,1,0.869,0,1
427,2021-03-08,2021-06-24,108,65260.69,19,3,15,8,0.453,0,1
428,2018-07-14,2019-04-02,262,158215.48,5,1,12,8,0.809,1,1
429,2022-09-25,2022-10-29,34,114868.86,19,5,15,9,0.828,0,1
430,2022-11-29,2023-11-20,356,93682.86,13,2,4,1,0.759,1,0
431,2021-02-06,2021-03-20,42,81150.89,15,5,13,3,0.658,0,1
432,2018-08-19,2019-04-05,229,78235.68,13,4,14,10,0.552,1,1
433,2021-09-24,2022-08-12,322,104497.35,12,2,9,5,0.909,1,1
434,2021-07-04,2021-10-02,90,137862.94,10,1,2,2,0.816,0,1
435,2021-02-04,2022-01-05,335,75437.82,17,5,7,2,0.666,1,1
436,2019-11-02,2020-06-05,216,75770.01,3,3,4,8,0.783,1,1
437,2021-06-02,2021-11-12,163,84965.81,9,5,4,2,0.748,0,0
438,2018-08-06,2019-06-13,311,134935.37,4,2,9,9,0.689,1,1
439,2022-06-26,2023-01-02,190,103130.61,6,5,9,7,0.636,1,0
440,2022-12-08,2023-11-06,333,130153.83,5,2,1,9,0.758,1,0
441,2019-12-21,2020-08-18,241,82450.21,16,2,13,10,0.601,1,1
442,2020-01-01,2020-02-03,33,128735.49,9,4,7,10,0.655,0,1
443,2020-09-14,2021-05-01,229,68903.42,13,1,9,8,0.596,1,1
444,2019-11-17,2020-05-17,182,120072.54,13,4,9,7,0.616,1,1
445,2021-01-27,2021-10-06,252,83162.73,10,4,1,2,0.742,1,0
446,2018-02-14,2018-07-24,160,155567.39,12,5,11,9,0.514,0,1
447,2020-09-26,2021-07-14,291,115844.42,18,5,4,3,0.762,1,1
448,2021-10-03,2022-04-14,193,130614.61,12,1,6,3,0.944,1,1
449,2020-12-03,2021-04-18,136,86062.71,11,3,3,4,0.495,0,1
450,2019-02-19,2019-09-20,213,107859.59,13,3,9,8,0.7,1,1
451,2022-10-19,2022-12-12,54,79908.14,19,4,6,8,0.946,0,1
452,2019-05-24,2020-01-24,245,124409.6,17,2,12,10,0.866,1,0
453,2021-11-21,2022-09-24,307,114224.58,13,5,1,8,0.944,1,1
454,2022-11-12,2023-09-23,315,72480.52,5,1,13,8,0.593,1,1
455,2022-04-16,2022-08-11,117,100852.09,19,3,2,1,0.585,0,1
456,2022-08-15,2022-12-05,112,84454.54,16,2,12,3,0.805,0,1
457,2019-08-27,2019-12-13,108,108272.01,3,4,14,9,0.825,0,1
458,2020-02-16,2020-05-30,104,70684.92,7,3,8,9,0.515,0,1
459,2019-11-01,2020-04-17,168,141814.31,7,5,5,1,0.763,0,0
460,2018-07-16,2018-11-02,109,102410.84,4,1,7,2,0.598,0,0
461,2018-01-16,2018-08-13,209,113468.9,9,2,6,7,0.562,1,1
462,2021-07-24,2022-04-24,274,77126.02,8,2,3,10,0.712,1,1
463,2020-08-15,2021-06-02,291,81611.75,13,5,6,8,0.885,1,1
464,2020-03-28,2020-08-01,126,86652.27,15,5,7,10,0.489,0,1
465,2022-09-04,2022-12-30,117,130327.44,10,2,15,7,0.721,0,1
466,2018-08-07,2019-05-12,278,81270.52,17,3,11,10,0.734,1,1
467,2020-11-03,2021-02-02,91,103338.52,3,5,1,4,0.677,0,0
468,2022-01-17,2022-11-13,300,73235.14,8,1,3,8,0.567,1,1
469,2021-06-23,2021-10-22,121,54094.87,3,5,15,10,0.776,0,1
470,2020-06-28,2021-01-27,213,153893.58,8,4,11,6,0.53,1,1
471,2019-12-02,2020-02-27,87,99848.23,9,2,8,3,0.826,0,0
472,2020-09-27,2021-01-13,108,90378.95,17,3,4,5,0.77,0,0
473,2021-12-27,2022-10-10,287,102045.73,6,5,9,6,0.685,1,1
474,2021-10-23,2022-05-27,216,114211.03,3,4,13,8,0.79,1,1
475,2018-03-03,2018-11-01,243,95626.01,14,1,11,9,0.587,1,1
476,2020-05-12,2020-08-23,103,74085.6,14,1,5,3,0.897,0,0
477,2019-01-03,2019-04-14,101,127147.39,13,2,7,8,0.771,0,1
478,2020-12-25,2021-10-18,297,161621.94,16,2,15,8,0.655,1,1
479,2022-05-28,2022-09-15,110,100258.82,20,1,8,2,0.503,0,1
480,2019-12-21,2020-12-05,350,90707.18,19,3,7,1,0.551,1,1
481,2020-04-13,2020-06-23,71,101416.25,11,4,13,2,0.779,0,0
482,2020-06-17,2020-10-23,128,54939.78,11,2,11,1,0.603,0,1
483,2022-12-18,2023-07-21,215,76516.62,3,1,7,3,0.678,1,0
484,2022-03-26,2022-08-13,140,113502.82,7,5,11,5,0.508,0,1
485,2021-01-09,2021-10-30,294,94663.93,20,4,6,5,0.924,1,1
486,2019-08-19,2020-01-09,143,85908.77,18,5,4,8,0.638,0,1
487,2021-04-03,2021-10-15,195,84664.93,12,2,12,8,0.655,1,1
488,2018-01-03,2018-03-05,61,100392.17,16,4,14,9,0.591,0,0
489,2020-08-12,2020-12-10,120,110923.45,12,5,1,4,0.879,0,1
490,2020-11-02,2021-04-10,159,112488.17,17,1,12,3,1.0,0,1
491,2020-01-15,2021-01-08,359,65828.03,13,3,2,3,0.666,1,0
492,2020-07-02,2020-10-01,91,130195.23,9,3,15,10,0.653,0,1
493,2022-09-04,2022-11-27,84,85587.24,17,1,15,5,0.311,0,1
494,2018-10-20,2019-08-27,311,121577.51,12,3,6,6,0.581,1,1
495,2018-01-28,2018-07-10,163,63027.21,10,5,1,9,0.728,0,1
496,2020-03-09,2021-03-01,357,75147.34,14,5,11,9,0.695,1,1
497,2018-01-08,2018-11-03,299,129914.29,14,4,5,6,0.676,1,1
498,2020-07-19,2020-11-05,109,70173.5,11,4,9,10,0.694,0,1
499,2018-11-24,2019-11-08,349,95676.35,3,1,12,9,0.957,1,1
500,2022-07-07,2023-01-28,205,78129.49,9,2,3,8,0.359,1,1

502,2019-03-28,2019-11-02,219,130547.56,21,3,7,6,0.677,0,1
503,2020-02-13,2020-10-19,249,74463.5,16,1,13,8,0.818,0,1
504,2020-07-22,2021-03-31,252,58552.16,20,4,13,8,0.71,0,0
505,2022-09-12,2023-01-12,122,112373.29,17,1,4,6,0.748,0,1
506,2023-04-22,2023-08-19,119,92397.63,19,1,2,8,0.816,0,1
507,2023-12-05,2024-06-17,195,85583.91,12,2,12,10,0.915,0,1
508,2023-01-31,2023-07-07,157,133024.71,24,3,2,6,0.696,1,1
509,2023-08-10,2024-07-05,330,54574.57,13,2,3,8,0.759,1,1
510,2022-07-02,2023-02-13,226,136058.19,19,1,19,7,0.808,1,1
511,2019-08-17,2019-12-14,119,101974.75,15,1,19,10,0.95,0,1
512,2021-10-07,2022-08-17,314,148474.38,23,2,5,8,0.826,1,1
513,2023-03-11,2023-11-23,257,107436.12,12,1,16,9,0.933,0,1
514,2018-07-03,2019-02-04,216,117378.69,17,3,16,8,0.843,0,1
515,2020-03-13,2020-08-24,164,104528.61,18,1,2,8,0.802,0,1
516,2021-07-28,2022-01-24,180,104585.81,25,1,18,10,0.95,1,1
517,2021-02-05,2021-10-02,239,85599.66,17,2,20,10,0.95,0,1
518,2018-03-20,2018-09-28,192,50000.0,19,4,16,9,0.819,0,1
519,2020-05-09,2021-04-02,328,97515.44,18,4,20,8,0.885,1,0
520,2023-11-04,2024-02-02,90,101743.47,14,1,6,6,0.742,1,1
521,2019-07-27,2020-05-27,305,113516.88,14,1,4,8,0.767,0,1
522,2018-06-17,2019-03-21,277,118839.9,21,1,15,9,0.948,1,0
523,2022-10-22,2023-05-15,205,123322.86,13,1,16,8,0.848,1,1
524,2023-11-21,2024-09-08,292,133838.5,17,3,13,7,0.728,1,0
525,2019-11-14,2020-08-09,269,91235.32,23,2,9,8,0.87,1,1
526,2022-04-18,2023-02-21,309,116475.25,16,1,6,9,0.862,1,1
527,2018-02-15,2019-04-08,417,136061.02,18,3,2,8,0.801,1,1
528,2023-08-01,2023-12-04,125,138876.68,18,1,6,7,0.742,0,1
529,2020-09-11,2021-01-31,142,125437.21,22,1,13,9,0.929,0,1
530,2020-12-30,2021-05-31,152,96551.58,21,1,19,8,0.906,0,1
531,2018-08-18,2019-03-20,214,121245.1,10,3,19,10,0.95,0,1
532,2022-07-18,2023-01-09,175,103616.33,12,1,4,6,0.749,0,1
533,2019-09-18,2020-04-10,205,110735.06,15,2,16,10,0.934,1,1
534,2021-02-04,2022-03-02,391,60340.58,19,1,2,8,0.774,0,1
535,2020-01-31,2021-02-01,367,142747.61,16,2,17,9,0.848,1,0
536,2021-03-09,2022-05-04,421,138290.9,24,4,9,10,0.884,1,1
537,2022-02-25,2022-10-06,223,119751.04,23,2,11,9,0.811,0,1
538,2018-11-07,2019-06-20,225,103911.93,22,2,14,9,0.938,0,1
539,2019-11-05,2020-05-23,200,143982.44,24,4,15,8,0.829,0,1
540,2020-04-03,2021-01-25,297,153464.86,24,2,6,9,0.814,0,1
541,2022-02-28,2022-10-18,232,113225.95,21,1,12,10,0.862,0,1
542,2021-11-07,2022-12-14,402,138324.63,18,2,9,8,0.89,0,1
543,2023-04-17,2024-02-24,313,75548.01,12,1,9,8,0.874,1,0
544,2021-11-23,2022-06-07,196,125301.99,10,4,10,7,0.719,0,1
545,2023-09-26,2024-09-11,351,60438.43,11,4,10,8,0.739,0,1
546,2020-02-10,2020-11-28,292,151521.31,16,1,5,10,0.84,1,1
547,2019-11-03,2020-08-26,297,100274.37,17,3,6,10,0.887,0,1
548,2023-03-08,2023-08-12,157,122167.31,11,2,11,8,0.807,0,1
549,2022-01-20,2022-10-19,272,94018.8,12,3,17,8,0.801,0,1
550,2022-07-27,2023-04-27,274,116648.05,14,3,5,8,0.852,1,0
551,2023-08-25,2024-07-19,329,99945.46,16,1,13,7,0.74,1,0
552,2019-02-08,2019-08-25,198,175972.52,12,2,2,9,0.865,1,1
553,2023-06-29,2024-07-03,370,58220.8,13,1,8,8,0.8,1,1
554,2022-04-06,2022-09-01,148,101842.35,24,2,18,10,0.889,0,1
555,2020-10-25,2021-11-05,376,79100.49,15,1,19,10,0.95,0,1
556,2018-06-17,2019-07-13,391,158556.95,19,3,4,7,0.765,0,1
557,2018-12-30,2020-02-17,414,113254.25,21,3,15,8,0.888,0,1
558,2020-10-25,2021-11-16,387,100905.96,19,2,17,9,0.934,1,1
559,2020-09-04,2021-05-03,241,121982.3,15,2,4,8,0.696,1,0
560,2021-08-14,2022-01-22,161,154759.23,11,1,16,7,0.771,1,1
561,2018-04-17,2018-08-26,131,137172.4,11,2,20,10,0.95,1,1
562,2019-05-06,2020-03-14,313,166794.23,15,1,9,8,0.858,0,1
563,2021-03-31,2021-09-05,158,152181.99,14,3,19,10,0.95,1,1
564,2020-07-31,2021-10-24,450,105450.05,16,4,1,9,0.848,0,1
565,2022-12-29,2023-10-03,278,134758.74,12,3,18,9,0.881,1,0
566,2018-12-05,2019-12-02,362,79371.73,17,3,13,10,0.88,1,1
567,2020-09-16,2021-03-03,168,56840.61,25,3,3,10,0.868,0,1
568,2023-02-11,2023-12-07,299,96847.84,18,4,15,7,0.786,0,1
569,2018-04-15,2019-05-15,395,104677.31,10,2,7,8,0.837,0,1
570,2021-04-17,2021-12-18,245,110824.34,19,4,14,8,0.823,0,1
571,2022-09-10,2023-08-01,325,98628.79,19,2,8,6,0.752,1,1
572,2021-04-04,2021-09-04,153,107687.65,14,1,10,7,0.83,0,1
573,2020-02-16,2020-08-28,194,114582.8,17,4,1,9,0.81,0,1
574,2021-09-07,2021-12-29,113,93559.84,20,1,18,10,0.836,0,1
575,2020-10-28,2021-11-12,380,110495.04,12,1,19,10,0.945,0,1
576,2022-12-11,2023-07-26,227,114792.61,13,2,15,9,0.847,0,1
577,2023-04-01,2024-02-18,323,153645.0,11,1,2,7,0.657,1,0
578,2019-07-01,2020-03-08,251,113008.91,17,1,18,8,0.719,1,1
579,2019-05-25,2020-01-02,222,88978.49,13,1,19,9,0.95,1,0
580,2019-12-08,2020-11-24,352,130356.18,20,3,14,10,0.912,0,1
581,2022-06-18,2023-06-28,375,114211.44,24,2,14,8,0.818,1,0
582,2020-08-12,2021-11-05,450,108282.07,16,4,18,10,0.95,1,1
583,2022-05-18,2023-06-11,389,102478.5,21,4,6,8,0.822,0,1
584,2019-02-16,2020-02-17,366,98126.8,22,4,19,10,0.95,1,1
585,2022-07-30,2023-06-07,312,92377.84,20,1,7,8,0.788,0,1
586,2021-09-17,2022-01-30,135,146946.34,21,1,7,9,0.849,1,0
587,2023-07-11,2024-08-08,394,115768.37,18,1,11,9,0.929,0,1
588,2023-03-19,2024-06-08,447,106661.14,23,3,11,9,0.81,1,1
589,2018-09-09,2019-10-04,390,125287.32,24,1,13,10,0.865,1,1
590,2021-09-23,2022-07-17,297,80876.0,13,3,16,10,0.863,0,1
591,2022-03-20,2023-03-21,366,101716.85,10,4,16,10,0.929,1,1
592,2019-07-30,2020-03-08,222,95043.25,25,1,19,10,0.937,0,1
593,2022-10-30,2023-06-03,216,159023.46,19,2,4,9,0.83,1,1
594,2023-09-15,2024-05-23,251,107151.02,11,2,13,8,0.826,1,0
595,2023-09-16,2024-05-16,243,106219.72,20,3,11,10,0.926,1,1
596,2022-09-07,2023-08-15,342,76063.32,20,3,7,8,0.874,0,1
597,2023-07-02,2024-01-05,187,98895.85,17,4,6,7,0.693,0,1
598,2020-02-02,2020-05-18,106,117694.26,25,1,2,7,0.795,1,1
599,2020-10-05,2021-08-16,315,135261.67,21,2,13,8,0.847,0,1
600,2019-06-18,2020-03-29,285,88751.97,12,1,2,6,0.722,1,1
601,2018-10-04,2019-09-28,359,98612.46,18,1,8,10,0.938,0,1
602,2022-02-13,2022-08-31,199,102471.49,12,3,19,9,0.95,0,1
603,2018-09-20,2019-07-23,306,113912.12,24,2,6,6,0.736,0,1
604,2020-07-14,2021-01-06,176,100858.82,12,1,14,8,0.823,1,1
605,2022-10-02,2023-05-26,236,104143.2,17,2,12,10,0.948,0,1
606,2022-04-15,2023-04-17,367,113180.71,15,1,14,10,0.906,0,1
607,2019-12-06,2020-09-16,285,130190.71,21,2,6,9,0.857,0,1
608,2023-03-16,2024-04-16,397,90029.53,21,3,10,9,0.847,0,1
609,2019-12-14,2020-05-30,168,147486.12,22,3,10,10,0.92,0,1
610,2019-12-03,2020-08-23,264,101290.93,16,1,17,10,0.925,0,1
611,2021-09-23,2022-07-20,300,77319.49,16,4,13,9,0.948,0,1
612,2023-06-17,2023-11-08,144,130901.01,13,1,19,9,0.95,0,1
613,2023-11-04,2024-07-30,269,77752.34,14,1,4,7,0.705,1,1
614,2018-02-23,2018-08-31,189,94892.8,12,2,18,9,0.912,1,1
615,2018-07-27,2019-01-02,159,103595.97,20,1,4,7,0.658,1,1
616,2018-08-07,2019-07-14,341,115901.78,18,3,12,8,0.823,1,1
617,2022-12-31,2023-06-18,169,130227.48,13,3,2,10,0.862,0,1
618,2020-02-13,2021-04-15,427,141642.65,23,4,19,10,0.935,0,1
619,2019-02-07,2020-03-09,396,153937.92,16,2,15,10,0.95,1,1
620,2021-10-26,2022-10-10,349,111062.45,18,3,8,8,0.784,0,1
621,2020-05-27,2021-07-04,403,141563.7,13,3,10,7,0.773,0,1
622,2018-05-25,2018-12-24,213,125276.78,21,1,9,5,0.673,0,1
623,2019-07-17,2020-08-25,405,81514.2,13,2,11,8,0.859,1,0
624,2023-03-17,2024-05-15,425,134854.38,23,3,11,8,0.752,0,1
625,2019-01-29,2019-10-24,268,88409.09,13,2,8,8,0.884,0,1
626,2023-03-02,2023-12-15,288,146471.83,15,3,18,8,0.824,1,1
627,2021-12-27,2022-08-02,218,99114.15,12,1,4,8,0.86,0,1
628,2022-01-22,2022-12-25,337,82929.89,20,2,12,10,0.929,0,1
629,2020-02-04,2020-09-17,226,128414.11,13,3,1,8,0.856,1,0
630,2019-10-11,2020-06-26,259,138361.93,11,3,17,10,0.873,1,1
631,2023-04-30,2024-05-27,393,98300.13,13,2,5,8,0.69,0,1
632,2019-10-02,2020-05-27,238,63289.66,20,1,9,8,0.891,0,1
633,2023-12-16,2024-07-07,204,83212.31,11,2,5,8,0.829,1,1
634,2020-04-22,2020-09-08,139,62389.41,14,1,19,10,0.924,0,1
635,2021-01-15,2021-12-16,335,115359.29,16,3,13,8,0.785,0,1
636,2022-04-04,2023-01-29,300,122698.7,12,3,13,9,0.95,1,0
637,2021-10-03,2022-06-28,268,86333.6,21,3,16,8,0.795,0,1
638,2023-03-06,2023-12-08,277,79878.57,12,3,11,9,0.879,0,1
639,2021-07-28,2021-11-21,116,116569.6,25,1,2,9,0.826,0,1
640,2018-12-28,2019-08-02,217,124940.45,20,4,11,8,0.753,1,1
641,2021-08-31,2022-04-24,236,120369.2,17,3,18,9,0.833,0,1
642,2022-10-07,2023-07-13,279,103368.03,13,1,10,10,0.884,0,1
643,2018-07-18,2019-05-06,292,98597.75,22,2,13,9,0.924,0,1
644,2018-07-12,2019-07-02,355,116111.58,10,1,13,10,0.836,1,1
645,2022-05-08,2023-04-13,340,141754.13,15,3,2,8,0.838,0,1
646,2021-11-27,2022-05-03,157,126953.54,20,1,10,6,0.736,0,1
647,2020-12-11,2021-07-25,226,130695.67,15,1,9,10,0.89,1,0
648,2019-04-01,2019-09-22,174,120378.89,11,2,8,8,0.702,1,1
649,2023-07-18,2024-09-18,428,159458.59,14,4,9,8,0.862,0,1
650,2019-10-10,2020-07-26,290,137635.91,20,3,11,10,0.901,0,1
651,2020-04-05,2021-05-16,406,144675.61,24,2,15,10,0.929,1,1
652,2018-04-19,2018-11-21,216,136537.68,22,2,17,9,0.95,0,1
653,2021-02-07,2021-10-26,261,113193.85,23,1,9,8,0.894,0,1
654,2018-06-18,2019-03-22,277,123938.66,13,2,8,8,0.784,0,1
655,2018-10-10,2019-08-31,325,134106.98,20,2,19,8,0.883,0,1
656,2022-07-11,2023-03-04,236,77746.07,24,4,16,8,0.843,0,1
657,2018-03-02,2018-12-08,281,104733.62,19,1,1,6,0.698,1,1
658,2019-12-21,2020-08-30,253,119832.79,20,3,7,7,0.619,0,1
659,2020-05-20,2020-12-12,206,114365.89,14,3,10,7,0.751,0,1
660,2018-04-04,2019-05-09,400,146871.08,14,1,2,7,0.787,1,1
661,2023-04-24,2024-03-12,323,149277.26,18,2,5,9,0.859,0,1
662,2019-01-23,2019-06-11,139,107057.06,20,2,9,10,0.837,0,1
663,2018-11-20,2019-05-13,174,122132.91,21,1,9,7,0.734,1,1
664,2021-03-22,2021-10-05,197,110592.85,15,1,14,9,0.924,0,1
665,2018-09-18,2019-05-10,234,133558.64,24,1,17,10,0.919,0,1
666,2022-05-04,2023-07-28,450,67341.27,20,4,18,10,0.95,0,1
667,2020-10-27,2021-07-06,252,158040.58,18,2,1,8,0.714,0,1
668,2019-05-09,2019-11-17,192,143766.98,21,3,12,8,0.751,0,1
669,2023-12-16,2024-12-04,354,76630.09,24,2,20,10,0.948,0,1
670,2023-09-02,2024-04-19,230,128463.08,13,1,1,6,0.677,0,1
671,2018-02-01,2018-07-20,169,160291.82,11,2,6,8,0.735,0,1
672,2018-03-31,2019-03-24,358,173472.58,15,2,8,8,0.824,1,1
673,2021-01-10,2021-06-06,147,116720.26,18,2,6,8,0.825,1,1
674,2022-03-25,2023-04-28,399,143238.66,22,3,10,9,0.9,0,1
675,2020-02-16,2020-08-28,194,100888.59,22,1,10,10,0.923,1,1
676,2020-06-21,2020-10-21,122,109886.16,10,2,5,8,0.766,0,1
677,2019-09-19,2020-07-04,289,95986.49,25,1,10,8,0.7,1,1
678,2020-03-01,2021-05-24,449,126630.04,25,4,7,10,0.863,1,1
679,2022-02-13,2023-04-05,416,123892.81,15,3,3,9,0.864,1,1
680,2019-11-17,2020-08-27,284,165884.6,24,2,9,9,0.875,0,1
681,2018-12-20,2019-12-06,351,183667.56,25,2,15,9,0.95,1,1
682,2021-08-11,2022-02-14,187,107406.37,24,4,4,10,0.852,0,1
683,2021-12-14,2022-07-23,221,124062.49,13,3,5,9,0.789,1,0
684,2020-03-28,2021-03-06,343,105850.6,20,4,15,10,0.949,0,1
685,2021-11-05,2022-06-22,229,129695.67,11,1,15,8,0.908,1,1
686,2020-11-05,2021-06-04,211,106074.4,13,3,13,9,0.908,1,1
687,2022-04-16,2023-04-24,373,62043.5,19,2,19,8,0.873,1,0
688,2019-08-26,2020-07-27,336,130470.12,16,2,10,9,0.884,1,1
689,2022-08-22,2023-03-20,210,118341.86,15,4,1,10,0.846,0,1
690,2022-02-24,2023-03-07,376,116476.11,21,3,7,10,0.897,1,1
691,2021-04-04,2022-02-13,315,149112.39,15,3,4,9,0.833,0,1
692,2023-05-20,2023-12-19,213,89477.23,11,1,8,9,0.855,0,1
693,2020-04-23,2021-04-01,343,97910.23,17,3,3,7,0.678,0,1
694,2021-03-03,2022-01-03,306,139503.8,11,1,9,7,0.77,0,1
695,2022-07-27,2023-08-16,385,109139.37,21,1,2,7,0.832,1,1
696,2019-01-05,2019-11-21,320,113857.77,10,3,14,6,0.742,0,1
697,2023-04-13,2024-01-22,284,110162.25,25,1,3,6,0.751,0,1
698,2022-10-07,2023-10-07,365,98850.52,17,3,11,9,0.798,0,1
699,2020-01-17,2021-02-19,399,166199.2,14,4,5,9,0.81,1,1
700,2022-11-30,2023-12-13,378,119098.62,16,2,15,10,0.913,1,1
701,2018-03-27,2019-01-04,283,98194.9,21,3,17,10,0.95,0,1
702,2022-09-11,2023-08-16,339,95945.06,16,3,10,7,0.66,0,1
703,2021-04-09,2022-01-19,285,92796.27,10,1,1,9,0.827,1,1
704,2019-11-20,2020-09-27,312,187428.91,10,1,7,7,0.809,1,1
705,2020-09-27,2021-09-21,359,115456.31,13,3,18,10,0.925,1,1
706,2020-07-31,2021-06-04,308,60860.27,13,2,17,8,0.786,0,1
707,2019-03-10,2019-06-27,109,158276.4,25,1,1,8,0.722,1,1
708,2018-09-07,2019-04-27,232,126370.51,16,1,8,9,0.82,1,1
709,2019-07-08,2020-03-13,249,102719.32,12,4,12,10,0.84,1,1
710,2019-08-25,2020-03-17,205,134082.9,21,3,6,10,0.926,1,1
711,2020-07-16,2021-07-19,368,80520.18,12,1,4,7,0.741,0,1
712,2020-01-09,2020-09-24,259,103261.67,11,3,17,9,0.782,0,0
713,2019-09-02,2020-08-30,363,117589.17,17,1,19,9,0.837,1,1
